file,#,description,eif,value,income-type,income-amount
"White House/Pavlik, Jennifer",3,State of Indiana,No,,Salary,
"White House/Pitcock, Joshua",1,First Allied Roth IRA - Federated Treas Oblig Capital,N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Pitcock, Joshua",2,First Allied Roth IRA - William Blair Small Cap Value Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Pitcock, Joshua",3,First Allied Roth IRA - Delaware Small Cap Core Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",4,First Allied Roth IRA - Franklin Mutual Global Discovery,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Pitcock, Joshua",5,Marsh and McClellan 401k - T. Rowe Price Blue Chip Growth,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",6,Marsh and McClellan 401k - Dodge & Cox Stock Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pitcock, Joshua",7,Marsh & McClellan 401k - EuroPacific Growth Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Pitcock, Joshua",8,Marsh & McClellan 401k - INVESCO Fixed Income Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Reynolds, Lindsay B",1,Meridian Partners LLC (Aviation Services),N/A,,LLC distribution,"$248,744"
"White House/Reynolds, Lindsay B",2,Midwest Jet Center LLC (Charter Plane Services),N/A,,LLC distribution,"$30,436"
"White House/Reynolds, Lindsay B",3,EJCR LLC (Charter Flight Services),N/A,,LLC distribution,"$87,042"
"White House/Reynolds, Lindsay B",4,Restaurant Management Inc (Franchise Owner - Fast Food Restaurants),N/A,,director fees,"$8,500"
"White House/Reynolds, Lindsay B",5,Cincinnati Sports Mall  (Fitness Gym),N/A,,director fees,"$7,000"
"White House/Reynolds, Lindsay B",6,EJCR 401(K) Plan,Yes,"$15,001 - $50,000",,"$201 - $1,000"
White House/Sanders. Sarah H,1,The Wickers Group (Political Consulting),N/A,,"salary, bonus, partnership share",
White House/Sanders. Sarah H,2,Retirement Account (US Bank - Cash Account),N/A,"$15,001 - $50,000",Interest,"$1,001 - $2,500"
"White House/Schouten, Schuyler",1,403(b) tax deferred annuity account,No,"$1,001 - $15,000",,None (or less than $201)
"White House/Schouten, Schuyler",1.1,Mutual of America 2045 Retirement Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.2,Mutual of America Interest Accumulation Account,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.3,Mutual of America Equity Index Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.4,Mutual of America Small Cap Value Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.5,Mutual of America Small Cap Growth Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.6,Mutual of America Mid-Cap Equity Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.7,Mutual of America International Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.8,Deutsche Variable Series I Capital Growth VIP,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.9,American Funds Insurance Series New World Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.10,Mutual of America Mid-Term Bond Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schouten, Schuyler",1.11,Vanguard VIF REIT Index Portfolio,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Schultz, James D",1,SEPTA (Southeastern Pennsylvania Transporation Authority),N/A,,salary,
"White House/Schultz, James D",2,"SEPTA, defined benefit plan (value not readily ascertainable)",N/A,,,None (or less than $201)
"White House/Schultz, James D",3,SEPTA 457(b) Plan,Yes,"$100,001 - $250,000",,
"White House/Schultz, James D",3.1,Voya Fixed Account,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.2,Voya Intermediate Bond Fund I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.3,American Funds AM Balanced R4,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.4,Vanguard Institutional Index Fnd. Inst.,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Schultz, James D",3.5,Wells Fargo Growth Fund Admin,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Schultz, James D",3.6,Voya Index Plus MidCap Portfolio I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.7,VY Baron Growth Port I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.8,Chartwell Small Cap Value Fund I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",3.9,VY Oppenheimer Global Port I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Schultz, James D",4,Vanguard Rollover IRA Account,,,,"$50,001 - $100,000"
"White House/Schultz, James D",4.1,STAR Fund VGSTX,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Schultz, James D",4.2,Wellington Fund Inv. VWELX,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Schultz, James D",4.3,Target Retirement 2040 VFORX,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Scully, Bethany",1,Noblis Inc.,N/A,,Salary,
"White House/Scully, Bethany",2,"Noblis, Inc 403B Fidelity NetBenefits FID Freedom K 2050",Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/Scully, Bethany",3,"Noblis, Inc 401A Fidelity NetBenefits FID Freedom K 2040",Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Scully, Bethany",4,"Noblis, Inc",N/A,,Bonus,
"White House/Short, Marc",1,"Advance Strategies, LLC (Government relations consulting)",N/A,,consulting fees,
"White House/Short, Marc",2,SEP,No,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/Short, Marc",2.1,KINDER MORGAN INC STOCK,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",2.2,ISHARES TR CORE S&P SCP ETF (IJR),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",2.3,SPDR DJI ETF TRUST (DIA),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Short, Marc",3,IRA,,"$50,001 - $100,000",Dividends Capital Gains,"$1,001 - $2,500"
"White House/Short, Marc",3.1,FEDERATED EQUITY INCOME FUND CLASS C M/F (LEICX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.2,FEDERATED STRATEGIC VALUE DIVIDEND FUND CLASS C M/F (SVACX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Short, Marc",3.3,ISHARES TR SELECT DIVID ETF (DVY),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",3.4,ISHARES TR CORE S&P MCP ETF (IJH),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",3.5,SPDR SERIES TRUST S&P DIVID ETF (SDY),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Short, Marc",4,ROTH IRA,,"$50,001 - $100,000",Capital Gains Dividends,"$2,501 - $5,000"
"White House/Short, Marc",4.1,FEDERATED EQUITY INCOME FUND CLASS F M/F (LFEIX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Short, Marc",4.2,FEDERATED STRATEGIC VALUE DIVIDEND FUND INST SHARES IS N (SVAIX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Short, Marc",4.3,LATEEF FUND CLASS I N/L (LIMIX,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Short, Marc",4.4,SPDR S&P 500 ETF TRUST (SPY),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Short, Marc",4.5,LOCORR MANAGED FUTURES STRATEGY FUND CLASS I N/L (LFMIX,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Short, Marc",4.6,EQUINOX MUTUALHEDGE FUTURES STRATEGY FUND CLASS I N/L,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Sifakis, George A",1,The Italian Place LLC (Operates Restaurant),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Sifakis, George A",2,"Axela Government Relations, LLC",N/A,,Salary,
"White House/Simms, Cindy",1,National Republican Congressional Committee (Political campaign committee ),N/A,,"salary, bonus",
"White House/Simms, Cindy",2,George Mason University,N/A,,salary,
"White House/Simms, Cindy",3,NRCC 401k,No,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
"White House/Simms, Cindy",3.1,BNY Mellon S&P 500 Index Dodge & Cox Stock,No,"$50,001 - $100,000",,"$5,001 - $15,000"
"White House/Simms, Cindy",3.2,Victory Munder Mid Cap Growth,No,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Simms, Cindy",3.3,Hartford Small Cap Growth HLS,No,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Simms, Cindy",3.4,John Hancock Income,No,"$1,001 - $15,000",,None (or less than $201)
"White House/Simms, Cindy",4,Convergence Media,,,Salary,
"White House/Sims, Cliff",1,The Church at Brook Hills (Church),N/A,,salary,
"White House/Sims, Cliff",2,Yellowhammer Strategies (Media),N/A,,salary,
"White House/Sims, Cliff",3,Yellowhammer Multimedia (Media),N/A,,salary,
"White House/Sims, Cliff",4,403b,No,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Sims, Cliff",4.1,Russell 3000 Index,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Sims, Cliff",4.2,MSCI ACWI Ex-US,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Spicer, Sean",1,National Beer Wholesalers Association,N/A,,"salary, bonus",
"White House/Spicer, Sean",2,National Beer Wholesalers Association Defined Contribution 401K Plan (administered by Voya Financial until 8/2016),No,,,
"White House/Spicer, Sean",2.1,Voya Intermediate Bond Port I,Yes,"None (or less than $1,001)",,"$1,001 - $2,500"
"White House/Spicer, Sean",2.2,PIMCO Foreign Bond Fund,Yes,"None (or less than $1,001)",,"$1,001 - $2,500"
"White House/Spicer, Sean",2.3,American Funds Washington Mutual R3,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.4,American Funds Fundamental Investors R3,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.5,Voya Russell Large Cap Index Port I,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.6,American Funds Growth Fund R3,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.7,Franklin Small Cap Value VIP Fd2,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.8,VY JPMorgan Mid Cap Value Portfolio Class I,Yes,"None (or less than $1,001)",,"$2,501 - $5,000"
"White House/Spicer, Sean",2.9,VY FMR Diversified Mid Cap Portfolio Class,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.10,Voya Russell Small Cap Index Portfolio I,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.11,VY Oppenheimer Global Portfolio Class I,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.12,Dodge & Cox International Stock Fund,Yes,"None (or less than $1,001)",,"$5,001 - $15,000"
"White House/Spicer, Sean",2.13,Lazard Emerging Markets Equity Portfolio Open Shares,Yes,"None (or less than $1,001)",,"$2,501 - $5,000"
"White House/Spicer, Sean",3,National Beer Wholesalers Association Defined Contribution 401K Plan (administered by Principal Financial starting 8/2016),,,,
"White House/Spicer, Sean",3.1,Principal Trust (SM) Target 2035 Fund,Yes,"$500,001 - $1,000,000",,"$5,001 - $15,000"
"White House/Spicer, Sean",4,Northwestern Mutual IRA (Rollover Account),No,,,
"White House/Spicer, Sean",4.1,Columbia Acorn Fund Class A (LACAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Spicer, Sean",4.2,Columbia Acorn Select Fund Class A (LTFAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Spicer, Sean",5,Ameriprise Financial IRA (Roth Contributory),No,,,
"White House/Spicer, Sean",5.1,Columbia Contrarian Core Fund Class A (LCCAX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Spicer, Sean",5.2,Columbia Contrarian Core Fund Class B (LCCBX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",1,Leidos (Employer),N/A,,salary,
"White House/Talento, Kathryn",2,Fidelity IRA,No,"$100,001 - $250,000",Dividends Capital Gains,None (or less than $201)
"White House/Talento, Kathryn",2.1,Apple Inc.,No,"$1,001 - $15,000",Dividends Capital Gains,"$1,001 - $2,500"
"White House/Talento, Kathryn",2.2,VANGUARD BD INDEX FD INC SHORT TERM BD ETF (BSV),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.3,Chimera Investment Corporation ( CIM),No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.4,CenturyLink Inc,No,"$1,001 - $15,000",Dividends Capital Gains,None (or less than $201)
"White House/Talento, Kathryn",2.5,Dow Chemical,No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.6,Emerson Electric Co,No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.7,iShares MSCI Japan Index,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.8,Ford Motor Co,No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.9,General Mills Inc,No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.10,Intl Business Machines Corp,No,"$1,001 - $15,000",Dividends Capital Gains,None (or less than $201)
"White House/Talento, Kathryn",2.11,iShares S&P MidCap 400 Growth Index,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.12,iShares Russell 1000 Growth Index,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.13,iShares Russell 2000 Index,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.14,iShares Core MSCI Total Intl Stk ETF,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.15,iShares Dow Jones US Real Estate,Yes,"$1,001 - $15,000",,"$1,001 - $2,500"
"White House/Talento, Kathryn",2.16,Kinder Morgan Inc,No,"$1,001 - $15,000",Dividends Capital Gains,None (or less than $201)
"White House/Talento, Kathryn",2.17,Kroger Co,No,"$15,001 - $50,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.18,MEDICAL PPTYS TR INC (MPW),No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.19,NetFlix Inc (NFLX),No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.20,Otter Tail Corporation - Common Stock,No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.21,PPL Corp (PPL),No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.22,POWERSHARES FTSE RAFI US 1000 (PRF),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",2.23,AT&T Inc (T),No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.24,iShares MSCI Thailand Invest Mkt Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",2.25,VANGUARD INDEX FDS VANGUARD SMALL CAP GROWTH VIPERS FORMERLY (vbk),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",2.26,VECTOR GROUP LTD(vgr),No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.27,VANGUARD INDEX FDS FORMERLY VANGUARD INDEX TR (VOO),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.28,VANGUARD INTL EQUITY INDEX FUND INC FTSE EMERGING MARKETS ET (vwo),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.29,VANGUARD WHITEHALL FDS HIGH DIVIDEND YIELD ETF SHS (vym),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Talento, Kathryn",2.30,iShares S&P Global Timber & Forestry Idx,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",2.31,Exxon Mobil Corp,No,"$15,001 - $50,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",2.32,Cash account,No,"$1,001 - $15,000",Interest,None (or less than $201)
"White House/Talento, Kathryn",3,Lockheed 401K,No,"$100,001 - $250,000",Dividends Capital Gains Interest,"$2,501 - $5,000"
"White House/Talento, Kathryn",3.1,S&P 500 Indexed Equity Fund,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.2,U.S. Equity Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.3,Small/Mid-Cap Indexed Equity Fund,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.4,Global Equity Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.5,MSCI EAFE Indexed Equity,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.6,Emerging Mkts. Indexed Equity,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.7,Lockheed Martin stock fund ESOP Fund,No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",3.8,Vanguard Small-Cap Index Fund ETF Shares (vb),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.9,ProShares S&P 500 Dividend Aristocrats ETF (nobl),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.10,Vanguard Small-Cap Value Index Fund ETF Shares (vbr),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.11,Planet Fitness (plnt),No,"$1,001 - $15,000",Dividends Capital Gains,"$201 - $1,000"
"White House/Talento, Kathryn",3.12,Vanguard Telecommunication Services Index Fund ETF (vox),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.13,Vanguard High Dividend Yield Index Fund ETF (vym),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.14,SPDR S&P Dividend (SDY),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",3.15,Bojangles Inc (BOJA),No,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",3.16,Vanguard Consumer Staples Index Fund ETF (vdc),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Talento, Kathryn",3.17,cash,No,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",4,Leidos 401K,No,"$1,001 - $15,000",Dividends Capital Gains Interest,"$1,001 - $2,500"
"White House/Talento, Kathryn",4.1,Vanguard 500 Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Talento, Kathryn",4.2,Vanguard Extended Market Index Admiral Shares,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",4.3,Vanguard International Growth,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",4.4,Dodge and Cox Stock Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",4.5,Vanguard Primecap Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",4.6,T Rowe Price Mid Cap Value,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",4.7,T Rowe Price Mid Cap Growth,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",4.8,Wellington Small Cap 2000,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",4.9,Longleaf Partners Small Cap,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Talento, Kathryn",5,Fairfax County,N/A,,Monthly County Stipend,"$3,492"
"White House/Teller, Paul",1,"Maximize Strategies (business strategy consulting), Chevy Chase, MD",N/A,,Business Income,
"White House/Winfree, Paul",1,Employer US GAO,N/A,,salary,
"White House/Trump, Donald J",1,Melania LLC,N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Trump, Donald J",2,MELANIA MARKS ACCESSORIES LLC,N/A,Value not readily ascertainable,,None (or less than $201)
"White House/Trump, Donald J",3 .,MELANIA MARKS ACCESSORIES MEMBER CORP,N/A,Value not readily ascertainable,,None (or less than $201)
"White House/Trump, Donald J",4,721 33H LLC,N/A,"$1,000,001 - $5,000,000",,None (or less than $201)
"White House/Trump, Donald J",5,721 33H Holdings LLC,N/A,Value not readily ascertainable,,None (or less than $201)
