file,#,description,eif,value,income-type,income-amount
"Senate-confirmed/Carson, Benjamin",7.10,"Washington Speakers Bureau - The Siegfried Group, LLP - 7/23/16",N/A,,Honorarium,"$33,000"
"Senate-confirmed/Carson, Benjamin",7.11,Washington Speakers Bureau - University of Texas - 9/27/16,N/A,,Honorarium,"$45,000"
"Senate-confirmed/Carson, Benjamin",7.12,Washington Speakers Bureau - Law office of George Martin - 10/8/16,N/A,,Honorarium,"$40,500"
"Senate-confirmed/Carson, Benjamin",7.13,Washington Speakers Bureau - Cooperatieve Rabobank UA - 10/20/16,N/A,,Honorarium,"$41,000"
"Senate-confirmed/Carson, Benjamin",7.14,Washington Speakers Bureau - Teen Challenge International - 10/24/16,N/A,,Honorarium,"$29,000"
"Senate-confirmed/Carson, Benjamin",7.15,Washington Speakers Bureau - The Women's Board of Wolfson Children's Hospital - 10/25/16,N/A,,Honorarium,"$35,700"
"Senate-confirmed/Carson, Benjamin",7.16,Washington Speakers Bureau - Lutheran Church Extension Fund - 11/18/16,N/A,,Honorarium,"$29,000"
"Senate-confirmed/Carson, Benjamin",7.17,"American Business Collaborative, LLC 401k Plan",No,,,
"Senate-confirmed/Carson, Benjamin",7.17.1,Undiscovered Managers Behavioral Value Fund,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Carson, Benjamin",7.17.2,Schwab Advisor Cash Reserves Fund - Premier Sweep Share,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Carson, Benjamin",7.17.3,Invesco Convertible Securities Fund,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Carson, Benjamin",7.17.4,PIMCO Commodity Real Return Strategy Fund,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Carson, Benjamin",7.18,Schwab Advisor Cash Reserves Fund,Yes,"$250,001 - $500,000",,"$201 - $1,000"
"Senate-confirmed/Carson, Benjamin",7.19,HarperCollins Christian Publishing - TITLE: Think Big: Unleashing Your Potential for Excellence (Value not readily ascertainable),N/A,,Rent or Royalties,"$2,501 - $5,000"
"Senate-confirmed/Carson, Benjamin",7.20,HarperCollins Christian Publishing - TITLE: The Big Picture (Value not readily ascertainable),N/A,,Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Carson, Benjamin",7.21,"HarperCollins Christian Publishing: TITLE: Take the Risk: Learning to Identify, Choose, and Live with Acceptable Risk (Value not readily ascertainable)",N/A,,Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Carson, Benjamin",7.22,HarperCollins Christian Publishing - TITLE: America The Beautiful: Rediscovering What Made This Nation Great (Value not readily ascertainable),N/A,,Rent or Royalties,"$1,001 - $2,500"
"Senate-confirmed/Carson, Benjamin",7.23,HarperCollins Christian Publishing - TITLE: You Have a Brain: A Teen's Guide to T.H.I.N.K. B.I.G. (Value not readily ascertainable),N/A,,Rent or Royalties,"$15,001 - $50,000"
"Senate-confirmed/Carson, Benjamin",7.24,"Tyndale House Publishers, Inc. - TITLE: One Vote: Make Your Voice Heard (Value not readily ascertainable)",N/A,,Rent or Royalties,None (or less than $201)
"Senate-confirmed/Carson, Benjamin",7.25,Southeastern University - 4/29/16,N/A,,Honorarium,"$5,000"
"Senate-confirmed/Chao, Elaine L",1,The Heritage Foundation,N/A,,Salary,"$125,227"
"Senate-confirmed/Chao, Elaine L",2,Firebird International LLC,N/A,,,
"Senate-confirmed/Chao, Elaine L",2.1,News Corporation,N/A,,Director Fees,"$228,000"
"Senate-confirmed/Chao, Elaine L",2.2,Protective Life Insurance,N/A,,Director Fees,"$5,160"
"Senate-confirmed/Chao, Elaine L",2.3,Wells Fargo & Company,N/A,,Director Fees,"$232,000"
"Senate-confirmed/Chao, Elaine L",2.4,"Centerra Group, LLC",N/A,,Director Fees,"$38,350"
"Senate-confirmed/Chao, Elaine L",2.5,Ingersoll Rand,N/A,,Director Fees,"$212,316"
"Senate-confirmed/Chao, Elaine L",2.6,Vulcan Materials,N/A,,Director Fees,"$165,000"
"Senate-confirmed/Chao, Elaine L",2.7,Protective Life Insurance,N/A,,Payout of Entire Balance of Deferred Compensation Plan for Directors,"$524,331"
"Senate-confirmed/Chao, Elaine L",2.8,"Firebird International LLC, SunTrust Business Checking",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",2.9,"Firebird International LLC, SunTrust Business Money Market Performance",N/A,"$500,001 - $1,000,000",Interest,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",2.10,"Firebird International LLC, defined benefit plan - VFIAX - Vanguard 500 Index Adm",Yes,"$1,000,001 - $5,000,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",2.11,Real Estate Roundtable (through Worldwide Speakers Group) - 1/27/2015,N/A,"None (or less than $1,001)",Honoraria - Speech,"$25,000"
"Senate-confirmed/Chao, Elaine L",2.12,Alliance for Public Awareness (through Worldwide Speakers Group) - 6/13/2015,N/A,"None (or less than $1,001)",Honoraria - Speech,"$50,000"
"Senate-confirmed/Chao, Elaine L",2.13,Iranian-American Cultural Association of Missouri (through Worldwide Speakers Group) - 3/9/2016,N/A,"None (or less than $1,001)",Honoraria - Speech,"$17,500"
"Senate-confirmed/Chao, Elaine L",2.14,Vulcan Materials - Directors Fees Receivable 12/15/16,N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",3,"News Corporation, Unvested Deferred Stock Units",N/A,"$500,001 - $1,000,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",4,"Wells Fargo & Company, common stock",N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",5,"Wells Fargo & Company, Deferred Stock Compensation",N/A,"$1,000,001 - $5,000,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",6,UBS Pension Trust (Personal Retirement Account),No,,,
"Senate-confirmed/Chao, Elaine L",6.1,UBS Brokerage Account (Cash),N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",6.2,WGIFX - American Funds Capital World Gr & Inc F2,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",6.3,SDSCX - Dreyfus/The Boston Co Sm/Md Cp Gr I,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",6.4,FEGIX - First Eagle Gold I,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",6.5,PEQPX - Principal Equity Income P,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",6.6,GFFFX - American Funds Growth Fund of Amer F2,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Chao, Elaine L",6.7,DPFFX - Delaware Diversified Income Instl,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",6.8,TGBAX - Templeton Global Bond Adv,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",6.9,PGDPX - Principal Global Div Inc P,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",7,Mutual of America Tax Deferred Annuity,No,,,
"Senate-confirmed/Chao, Elaine L",7.1,Deutsch VSI Capital Growth,Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Chao, Elaine L",8,UBS PSP (Personal Retirement Account),No,,,
"Senate-confirmed/Chao, Elaine L",8.1,UBS Brokerage Account (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",8.2,GONCX - JHancock International Growth C,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",8.3,JVLCX - JHancock Disciplined Value C,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Chao, Elaine L",9,Hudson Institute,N/A,,Salary,"$47,614"
"Senate-confirmed/Chao, Elaine L",10,The Heritage Foundation 403(b),,,,
"Senate-confirmed/Chao, Elaine L",10.1,SWIXX - Schwab Retirement Advantage Money Fund,Yes,"$100,001 - $250,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",10.2,VFIAX - Vanguard 500 Index Admiral,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",10.3,PREIX - T. Rowe Price Equity Index 500,Yes,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11,The Heritage Foundation Retirement Plan (defined contribution plan),,,,
"Senate-confirmed/Chao, Elaine L",11.1,SWIXX - Schwab Retirement AdvantageMoney Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.2,ARTKX - Artisan International Value Investor,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.3,BARAX - Baron Asset Retail,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.4,FAIRX - Fairholme,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.5,LSBDX - Loomis Sayles Bond Instl,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.6,OAKMX - Oakmark I,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.7,RSEIX - Royce Special Equity Instl,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.8,SLASX - Selected American Shares S,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.9,PRMSX - T.Rowe Price Emerging Markets Stock,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",11.10,VGSLX - Vanguard REIT Index Adm,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",11.11,WIIBX - Westcore Plus Bond Institutional,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",12,UBS IRA,,,,
"Senate-confirmed/Chao, Elaine L",12.1,WGIFX - American Funds Capital World Gr & Inc F2 (UBS),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Chao, Elaine L",12.2,FEGIX - First Eagle Gold I (UBS),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",12.3,PEQPX - Principal Equity Income P (UBS),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Chao, Elaine L",12.4,RSPYX - RS Partners Y (UBS),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",12.5,GFFFX - American Funds Growth Fund of Amer F2 (UBS),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Chao, Elaine L",12.6,DPFFX - Delaware Diversified Income Instl (UBS),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Chao, Elaine L",12.7,TGBAX - Templeton Global Bond Adv (UBS),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Chao, Elaine L",13,"Vulcan Materials, Deferred Stock Units",,,,
"Senate-confirmed/Chao, Elaine L",13.1,"Vulcan Materials, Vested Deferred Stock Units",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",13.2,"Vulcan Materials, Unvested Deferred Stock Units",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",14,"Ingersoll-Rand, Retainer Stock Units",,,,
"Senate-confirmed/Chao, Elaine L",14.1,"Ingersoll-Rand, Vested Retainer Stock Units",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Chao, Elaine L",14.2,"Ingersoll-Rand, Unvested Retainer Stock Units",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1,Fidelity IRA,No,,,
"Senate-confirmed/Coats, Daniel R",1.1,Vident US Equity (VUSE),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Coats, Daniel R",1.2,Baron Real Estate Instl (BREIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.3,Eaton Vance Global Macro Cap Oppty I (EICOX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.4,AQR Large Cap Multi Style (QCERX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Coats, Daniel R",1.5,Vanguard FTSE Europe ETF (VGK),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.6,Vident International Equity Fund (VIDI),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.7,iShares Core MSCI Emerging Markets ETF (IEMG),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.8,iShares Core MSCI Pacific (IPAC),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Coats, Daniel R",1.9,American Beacon Sim High Yield Opps Y Cls (SHOYX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Coats, Daniel R",1.10,Eaton Vance Global Macro Advantage I (EGRIX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Coats, Daniel R",1.11,Flexshares IBOXX 5 Year Target Duration (TDTF),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.12,PIMCO Inv Gr Corporate Bond Inst (PIGIX),Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"Senate-confirmed/Coats, Daniel R",1.13,Vident Core US Bond Strategy (VBND),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Coats, Daniel R",1.14,PIMCO CommoditiesPLUS (PCLIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.15,iShares Comex Gold Trust (IAU),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.16,Fidelity Gov't Cash Reserves (FDRXX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Coats, Daniel R",1.17,JPMorgan Inflation Mgd Bond (JRBSX),Yes,"None (or less than $1,001)",,"$201 - $1,000"
"Senate-confirmed/Coats, Daniel R",1.18,JPMorgan Strat Income Oppor (JSOSX),Yes,"None (or less than $1,001)",,"$1,001 - $2,500"
"Senate-confirmed/Coats, Daniel R",1.19,MFS International Value I (MINIX),Yes,"None (or less than $1,001)",,"$1,001 - $2,500"
"Senate-confirmed/Coats, Daniel R",1.20,Templeton Instl Foreign Smaller Companies,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"Senate-confirmed/Coats, Daniel R",1.21,Vanguard Inter Gov Bond (VGIT),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/DeVos, Elisabeth P",1,"The Stow Company - Holland, Inc. (Custom closet and home organization systems manufacturer)",N/A,,Salary/Bonus,"$24,903"
"Senate-confirmed/DeVos, Elisabeth P",2,RDV Corporation (Family Office),N/A,,Director Fees,"$41,500"
"Senate-confirmed/DeVos, Elisabeth P",3,Elisabeth D DeVos IRA (Wells Fargo Custody),,,,
"Senate-confirmed/DeVos, Elisabeth P",3.1,Prudential Investment Portfolios Inc Balanced Fund CL A PIBAX,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",1,International Republican Institute,N/A,,2016 Salary + Bonus for 2015 (paid in 2016),"$345,003"
"Senate-confirmed/Green, Mark Andrew",2,International Republican Institute,N/A,,2017 Salary + Bonus for 2016 (paid in 2017),"$118,147"
"Senate-confirmed/Green, Mark Andrew",3,American Funds Capital Income Bldr Roth IRA,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",4,American Funds Growth Fund of America Roth IRA,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",5,Wisconsin Deferred Compensation American Funds GR R6 Europacific,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",6,Wisconsin Deferred Compensation T Rowe Price Mid-Cap Growth,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",7,Wisconsin Deferred Compensation Fidelity Contrafund,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",8,Wisconsin Deferred Compensation Vanguard Wellington Fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",9,Wisconsin Deferred Compensation Vanguard Institutional Index Fund Institutional Plus Shares (VIIIX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",10,Wisconsin Deferred Compensation Stable Value Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",11,American Funds Rollover IRA Intermediate Bond Fund,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",12,American Funds Rollover IRA American High Income Trust Cl A (AHITX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",13,American Funds Rollover IRA Small Cap World Fund,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",14,American Funds Rollover IRA Capital Income Blder,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",15,American Funds Rollover IRA Fundamental Investors Fund,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",16,American Funds Rollover IRA Growth Fund of America,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",17,American Funds Rollover IRA Income Fund of America,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",18,American Funds Rollover IRA AMCAP,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",19,American Funds Rollover IRA Capitol World Growth and Income,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",20,"State of Wisconsin , defined benefit plan",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",21,IRI 457 Plan American Funds Capital World,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",22,IRI 457 Plan American Funds Washington Mutual,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Green, Mark Andrew",23,IRI 457 Plan American Funds Capital Income Builder,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",24,IRI 457 Plan American Funds New World,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",25,IRI 403b Plan American Funds Capital World,Yes,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",26,IRI 403b Plan American Funds Capital Income Builder,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",27,IRI 403b plan American Funds Washington Mutual,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Green, Mark Andrew",28,IRI 403b plan American Funds New World,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Green, Mark Andrew",29,"Honorarium from University School of Milwaukee - Jan. 9, 2016 -- participation in Crisis Simulation Program",N/A,,Honorarium,$500
"Senate-confirmed/Hargan, Eric D",1,"Greenberg Traurig, LLP (law firm)",,,Salary/Bonus,"$250,747"
"Senate-confirmed/Hargan, Eric D",2,Loyola University Law School,,,Salary,"$15,000"
"Senate-confirmed/Hargan, Eric D",3,"Greenberg Traurig, LLP Defined Contribution Plan",,,,
"Senate-confirmed/Hargan, Eric D",3.1,Wells Fargo Stable Value Fund Q,Yes,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Hargan, Eric D",3.2,"Greenberg Traurig, LLP (Pending 401(k) contribution for 2016)",N/A,"$1,001 - $15,000",,None (or less than $201)
