file,#,description,eif,value,income-type,income-amount
"Senate-confirmed/Mnuchin, Steven T",35.5,"CIT Group, Inc. Holdback on Merger",N/A,"Over $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.6,SHM Partners II,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.6.1,GS Financial Square Treasury Solutions Fund,Yes,"$250,001 - $500,000",,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",35.6.2,U.S. brokerage money market account (institution #2) (cash),N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7,STM Partners LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.1,U.S. bank account (institution #1) (cash),N/A,"$15,001 - $50,000",Interest,"$201 - $1,000"
"Senate-confirmed/Mnuchin, Steven T",35.7.2,GS Financial Square Treasury Obligations Fund,Yes,"$1,000,001 - $5,000,000",,"$2,501 - $5,000"
"Senate-confirmed/Mnuchin, Steven T",35.7.3,U.S. brokerage money market account (institution #2) (cash),N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.4,"iHeart Communications, Inc. Bond",N/A,"Over $1,000,000",Interest,"$100,001 - $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",35.7.5,Dune Capital Partners LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1,Dune Capital LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.1,U.S. bank account (institution #1) (cash),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.2,Notes Receivable from Dune Entertainment Holdings,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.3,Dune Entertainment Holdings,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.3.1,U.S. bank account (institution #1) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.3.2,Film Financing Agreement with Fox,N/A,"None (or less than $1,001)",Capital Gains,"$15,001 - $50,000"
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.3.3,Dune Entertainment III LLC,,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.3.3.1,U.S. bank account (institution #1) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.4,Dune Entertainment LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.4.1,U.S. bank account (institution #3) (cash),N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.5.1.5,Notes Receivable from Dune Entertainment LP,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.6,Dune Real Estate Partners LLC,No,"$100,001 - $250,000",Partnership Income,"$67,934 "
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1,Dune Real Estate Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1.1,"Leonard/Fulton Holdings, LLC (New York City For-Sale Residential)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1.2,New York Standard Hotel JV (New York City Hotel),No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1.3,"Co-Invest Hamlet Holdings B, LLC (Operating Company)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1.3.1,Caesars Acquisition Company Shares,N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1.4,"1186 Broadway, LLC (New York City Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1.5,McArthurGlen Europe (European Retail),No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.1.6,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.6.2,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7,Dune Real Estate Partners II LLC,No,"Over $1,000,000",Partnership Income,"$592,581 "
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1,Dune Real Estate Fund II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.1,"DR/SP Orlando JV Investor LLC (Lake Buena Vista, FL Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.2,"DK Santa Monica LLC (Santa Monica, CA Mixed-Use)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.3,"SDC Fairway Delta JV, LLC (Beaumont, CA Single Fam. Res. Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.4,"Dune FL Land I LLC (Tampa, FL Single Family Residential Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.5,DREP RRI LLC (47 Hotels across 21 states),No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.6,"DP Portfolio Investors, LLC (Washington, DC Multifamily)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.7,"DW MLB Owner LLC / DW MLB LLC (Melbourne, FL Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.8,"Dune FB LLC (Tampa, FL Single Family Residential Land)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.9,"Dune OW LLC (Irvine, CA Office Building)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.10,"DM Chesapeake LLC (Glen Burnie, MD Multifamily)",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.11,McArthurGlen Europe (European Retail),No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.12,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.13,"Arioso Apartments (Dallas, TX Multifamily)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.14,"TDI/Dune Real Estate Investments LLC (Austin, TX Multifamily)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.1.15,"DR Mission Oaks LLC (Camarillo, CA Industrial)",N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.2,U.S. bank account (institution #1) (restricted cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.3,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.4,Dune Real Estate Parallel Fund II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.5,Dune Parallel AIV II LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.6,DREF II NA Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.7.7,DREF II International Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.8,Halo WeWin II LLC,No,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.9,Paulson Advantage LP,No,"$500,001 - $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.10,Dune Capital Partners III LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.10.1,Ratpac-Dune Entertainment Holdings LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.10.1.1,Ratpac-Dune Entertainment LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.10.1.1.1,WDR Films,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.10.1.1.1,Agreement with Warner Brothers,N/A,"Over $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",0.1,,,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.11,Dune Entertainment Partners LLC,N/A,"$100,001 - $250,000",Operating Income,"$65,038 "
"Senate-confirmed/Mnuchin, Steven T",35.7.12,East End Investors LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.12.1,"Bellport Investors I, LLC",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.12.1.1,"Bellport Mezz I, LLC",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.12.1.1.1,"Bellport Property Investors I, LLC",No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.12.1.1.1,"Residential Real Estate located in Bellport, NY",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",0.1,,,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.13,HMBAP LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.13.1,Residential Real Estate located in California,N/A,"Over $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.7.14,Dune Capital Partners IV LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",35.7.14.1,Receivable from Relativity Holdings LLC,N/A,"None (or less than $1,001)",Interest,"Over $1,000,000"
"Senate-confirmed/Mnuchin, Steven T",35.7.15,EMT Air LLC,No,"Over $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.8,"Interest in Willem de Kooning Oil Painting ""Untitled III"", 1978",N/A,"Over $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",35.9,Miscellaneous Income,N/A,"None (or less than $1,001)",Miscellaneous Income,$364 
"Senate-confirmed/Mnuchin, Steven T",36,The Steven Mnuchin 2007 Family Trust,,,,
"Senate-confirmed/Mnuchin, Steven T",36.1,STM Partners LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1,Dune Real Estate Partners LLC,No,"$500,001 - $1,000,000",Partnership Income,"$59,753 "
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1,Dune Real Estate Fund LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1.1,"Leonard/Fulton Holdings, LLC (New York City For-Sale Residential)",No,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1.2,New York Standard Hotel JV (New York City Hotel),No,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1.3,"Co-Invest Hamlet Holdings B, LLC (Operating Company)",No,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1.3.1,Caesars Acquisition Company Shares,N/A,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1.4,"1186 Broadway, LLC (New York City Hotel)",No,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1.5,McArthurGlen Europe (European Retail),No,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.1.6,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",36.1.1.2,U.S. bank account (institution #1) (cash),N/A,,,
"Senate-confirmed/Mnuchin, Steven T",37,Steven Mnuchin GST Trust,No,,,
"Senate-confirmed/Mnuchin, Steven T",37.1,Dune Capital Partners IV LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",37.1.1,Receivable from Relativity Holdings LLC,N/A,"None (or less than $1,001)",Interest,"$15,001 - $50,000"
"Senate-confirmed/Mnuchin, Steven T",37.2,GS Financial Square Treasury Instruments Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",38,Steven T. Mnuchin 1996 Trust,No,,,
"Senate-confirmed/Mnuchin, Steven T",38.1,New York Life general account whole life insurance policy,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",39,Dune Capital Management GP LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",39.1,Dune Capital Management LP,No,,,
"Senate-confirmed/Mnuchin, Steven T",39.1.1,U.S. bank account (institution #1) (cash),N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",40,Beverly Drive Revocable Trust,No,,,
"Senate-confirmed/Mnuchin, Steven T",40.1,Beverly Drive LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",40.1.1,"Residential Real Estate located in Beverly Hills, CA",N/A,"$1,000,001 - $5,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",41,The Crosby Trust,No,,,
"Senate-confirmed/Mnuchin, Steven T",41.1,Residential Real Estate located in New York City,N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",42,Sears Holding Corporation Common Shares,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",43,EM Interest in Fourcade LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",43.1,Artwork held for investment,N/A,"$500,001 - $1,000,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",44,JM Interest in Fourcade LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",44.1,Artwork held for investment,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",45,DM Interest in Fourcade LLC,No,,,
"Senate-confirmed/Mnuchin, Steven T",45.1,Artwork held for investment,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",46,ETC Estate,,,,
"Senate-confirmed/Mnuchin, Steven T",46.1,U.S. bank account (institution #1) (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mnuchin, Steven T",46.2,GS Financial Square Treasury Obligations Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",1,Alerian MLP ETF (AMLP),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Mulvaney, John M",2,Duff and Phelps Global Utility Income Fund (DPG),Yes,"$1,001 - $15,000",,"$1,001 - $2,500"
"Senate-confirmed/Mulvaney, John M",3,Global X Uranium ETF (URA),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",4,iShares U.S. Medical Devices ETF (IHI),Yes,"$15,001 - $50,000",,"$5,001 - $15,000"
"Senate-confirmed/Mulvaney, John M",5,iShares U.S. Pharmaceutical ETF (IHE),Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Senate-confirmed/Mulvaney, John M",6,iShares U.S. Utilities ETF (IDU),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Mulvaney, John M",7,The Growth Fund of America (AGTHX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",8,Voya Multi-Manager International Small Cap Fund (NTKLX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Mulvaney, John M",9,John Hancock Freedom 529 Education Trust of America (2017-2020),Yes,"$500,001 - $1,000,000",,"$5,001 - $15,000"
"Senate-confirmed/Mulvaney, John M",10,Putnam Multi-Cap Growth (PNOPX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",11,Van Eck Global Hard Assets A Fund (GHAAX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",12,Gold Miners Equity ETF (GDX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",13,Van Eck Vectors Junior Gold Miners ETF (GDXJ),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",14,Northwestern Mutual Life (Irrevocable Life Insurance Policy in Trust) (whole life),N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",15,Powershares Dynamic Oil and Gas Services ETF (PXJ),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Senate-confirmed/Mulvaney, John M",16,Prime Money Market Fund - RBC Reserve Class (TRMXX),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Mulvaney, John M",17,Cash Account (U.S. bank),N/A,"$1,001 - $15,000",Interest,"$201 - $1,000"
"Senate-confirmed/Mulvaney, John M",18,Cash Account (CD) (U.S. bank),N/A,"$50,001 - $100,000",Interest,"$201 - $1,000"
"Senate-confirmed/Mulvaney, John M",19,Technology SPDR ETF (XLK),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Mulvaney, John M",20,ProShares Ultra Short Euro (EUO),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",21,Van Eck Vectors Morningstar Wide Moat ETF (MOAT),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",22,SPDR S&P International Dividends ETF (DWX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",23,U.S. Global Jets Fund ETF (JETS),Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",24,Cash Account (U.S. credit union),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Senate-confirmed/Mulvaney, John M",25,Gold Bars,N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",26,Silver Bars,N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",27,Cash Account (RBC),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Mulvaney, John M",28,"Residential Rental Property, Indian Land, South Carolina",N/A,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Patenaude, Pamela H",1,"Maxex, LLC (multiseller to multibuyer residential mortgage exchange)",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",2,US Bank Checking and Savings Account,N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",3,US Bank Checking Account 2,N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",4,Prudential Variable Annuity,No,,,
"Senate-confirmed/Patenaude, Pamela H",4.1,T. Rowe Price Asset Allocation Portfolio,Yes,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",4.2,AST FI Pyramis Quantitative Asset Allocation Portfolio,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",4.3,AST Advanced Strategies Portfolio,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",4.4,AST RCM World Trends Portfolio,Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",5,(S) Prudential Variable Annuity,No,,,
"Senate-confirmed/Patenaude, Pamela H",5.1,Prudential Flexible Managed Portfolio,Yes,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",6,(S) Voya Secure Index Seven Fixed Annuity,No,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",7,(S) LPL Financial Variable Annuity,No,,,
"Senate-confirmed/Patenaude, Pamela H",7.1,AXA Moderate Plus Allocation Portfolio,Yes,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",8,Family Trust,No,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Patenaude, Pamela H",9,"Dock in Moultonboro, NH",N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Perdue, George E",1,U.S.bank account #1 (cash),N/A,"$50,001 - $100,000",Interest,"$201 - $1,000"
"Senate-confirmed/Perdue, George E",2,"Residential real estate, Butts County, Georgia",N/A,"$500,001 - $1,000,000",,None (or less than $201)
"Senate-confirmed/Perdue, George E",3,"Undeveloped land, Osceola County, Florida",N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Perdue, George E",4,"Undeveloped land, Houston County, Georgia",N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Perdue, George E",5,"Undeveloped land, Houston County, Georgia",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Perdue, George E",6,TIAA Path2College 529 Plan,Yes,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Perdue, George E",7,"Note Receivable from AGrowStar, LLC",N/A,"$500,001 - $1,000,000",Interest,"$50,001 - $100,000"
"Senate-confirmed/Perdue, George E",8,Perdue Family Wealth Preservation Trust,No,,,
"Senate-confirmed/Perdue, George E",8.1,FALF LLC,No,,,
"Senate-confirmed/Perdue, George E",8.1.1,Soque River Conservation LLC,N/A,"$500,001 - $1,000,000",Land rent and sale of conservation mitigation bank credits.,"$35,617 "
"Senate-confirmed/Perdue, George E",8.2,Perdue Business Holdings Inc.,No,,,
"Senate-confirmed/Perdue, George E",8.2.1,Legacy 13:22 LLC,N/A,,,
"Senate-confirmed/Perdue, George E",8.2.1.1,TW Rocky Mount Real Estate LLC,N/A,"$500,001 - $1,000,000",,None (or less than $201)
"Senate-confirmed/Perdue, George E",8.2.1.2,TWAS Rocky Mount LLC,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Perdue, George E",8.2.1.3,U.S. bank account #3,N/A,"$15,001 - $50,000",Interest,None (or less than $201)
"Senate-confirmed/Perdue, George E",8.2.2,Perdue Partners LLC,No,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Perdue, George E",8.2.2.1,Perdue Consulting Group LLC,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Perdue, George E",8.2.2.2,Benton Global LLC,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Perdue, George E",8.2.2.3,Benton Logistics LLC,N/A,"None (or less than $1,001)",,None (or less than $201)
"Senate-confirmed/Perdue, George E",8.2.3,U.S. bank account #2 (cash),N/A,"$250,001 - $500,000",Interest,"$2,501 - $5,000"
"Senate-confirmed/Perdue, George E",8.2.4,AGrowStar LLC,N/A,"$5,000,001 - $25,000,000",Passive business ownership income.,"$15,326 "
"Senate-confirmed/Perdue, George E",8.2.5,"Perdue, Inc.",N/A,"$1,000,001 - $5,000,000",Passive business ownership income.,"$598,591 "
"Senate-confirmed/Perdue, George E",8.2.6,"Houston Fertilizer and Grain Co., Inc.",N/A,"$1,000,001 - $5,000,000",Passive business ownership income.,"$28,305 "
"Senate-confirmed/Perdue, George E",8.2.7,ProAg Products LLC,N/A,"$50,001 - $100,000",Passive business ownership income.,"$50,307 "
